[0/2] Re-checking globbed directories...
[1/3] Building CXX object scratch/CMakeFiles/scratch_5g_sim_channel.dir/5g_sim_channel.cc.o
/Users/dingxingmei/ns3/ns-allinone-3.42/ns-3.42/scratch/5g_sim_channel.cc:106:12: warning: unused variable 'o2iThreshold' [-Wunused-variable]
    double o2iThreshold = 0;
           ^
/Users/dingxingmei/ns3/ns-allinone-3.42/ns-3.42/scratch/5g_sim_channel.cc:107:12: warning: unused variable 'o2iLowLossThreshold' [-Wunused-variable]
    double o2iLowLossThreshold =1.0; // shows the percentage of low losses. Default value is 100% low
           ^
/Users/dingxingmei/ns3/ns-allinone-3.42/ns-3.42/scratch/5g_sim_channel.cc:108:10: warning: unused variable 'linkO2iConditionToAntennaHeight' [-Wunused-variable]
    bool linkO2iConditionToAntennaHeight = false;
         ^
3 warnings generated.
[2/3] Linking CXX executable /Users/dingxingmei/ns3/ns-allinone-3.42/ns-3.42/build/scratch/ns3.42-5g_sim_channel-default
Area size: 240000 m^2
Number of UEs: 24 (density=0.0001)
Number of gNBs: 2
UE distribution area: x[-100,300], y[-100,500]
gNB 0 at position (0, 0, 25)
gNB 1 at position (0, 200, 25)
Configuring and starting applications...
UE 0 configured with IP 7.0.0.2 and port 10001
UE 1 configured with IP 7.0.0.3 and port 10002
UE 2 configured with IP 7.0.0.4 and port 10003
UE 3 configured with IP 7.0.0.5 and port 10004
UE 4 configured with IP 7.0.0.6 and port 10005
UE 5 configured with IP 7.0.0.7 and port 10006
UE 6 configured with IP 7.0.0.8 and port 10007
UE 7 configured with IP 7.0.0.9 and port 10008
UE 8 configured with IP 7.0.0.10 and port 10009
UE 9 configured with IP 7.0.0.11 and port 10010
UE 10 configured with IP 7.0.0.12 and port 10011
UE 11 configured with IP 7.0.0.13 and port 10012
UE 12 configured with IP 7.0.0.14 and port 10013
UE 13 configured with IP 7.0.0.15 and port 10014
UE 14 configured with IP 7.0.0.16 and port 10015
UE 15 configured with IP 7.0.0.17 and port 10016
UE 16 configured with IP 7.0.0.18 and port 10017
UE 17 configured with IP 7.0.0.19 and port 10018
UE 18 configured with IP 7.0.0.20 and port 10019
UE 19 configured with IP 7.0.0.21 and port 10020
UE 20 configured with IP 7.0.0.22 and port 10021
UE 21 configured with IP 7.0.0.23 and port 10022
UE 22 configured with IP 7.0.0.24 and port 10023
UE 23 configured with IP 7.0.0.25 and port 10024
Attaching UEs to gNBs...
UEs attached successfully
Starting server applications...
Starting client applications...
Starting simulation...
Time: 0.4 UE 2 Current Throughput: 0 bit/s
Time: 0.4 UE 3 Current Throughput: 0 bit/s
Time: 0.4 UE 4 Current Throughput: 0 bit/s
Time: 0.4 UE 5 Current Throughput: 0 bit/s
Time: 0.4 UE 6 Current Throughput: 0 bit/s
Time: 0.4 UE 7 Current Throughput: 0 bit/s
Time: 0.4 UE 8 Current Throughput: 0 bit/s
Time: 0.4 UE 9 Current Throughput: 0 bit/s
Time: 0.4 UE 10 Current Throughput: 0 bit/s
Time: 0.4 UE 11 Current Throughput: 0 bit/s
Time: 0.4 UE 12 Current Throughput: 0 bit/s
Time: 0.4 UE 13 Current Throughput: 0 bit/s
Time: 0.4 UE 14 Current Throughput: 0 bit/s
Time: 0.4 UE 15 Current Throughput: 0 bit/s
Time: 0.4 UE 16 Current Throughput: 0 bit/s
Time: 0.4 UE 17 Current Throughput: 0 bit/s
Time: 0.4 UE 18 Current Throughput: 0 bit/s
Time: 0.4 UE 19 Current Throughput: 0 bit/s
Time: 0.4 UE 20 Current Throughput: 0 bit/s
Time: 0.4 UE 21 Current Throughput: 0 bit/s
Time: 0.4 UE 22 Current Throughput: 0 bit/s
Time: 0.4 UE 23 Current Throughput: 0 bit/s
Time: 0.4 UE 24 Current Throughput: 0 bit/s
Time: 0.4 UE 25 Current Throughput: 0 bit/s
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 7 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 6 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 5 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.417 RNTI = 1 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 23 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 22 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 19 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 18 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 11 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 10 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 9 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 8 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.417 RNTI = 7 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.418 RNTI = 7 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.418 RNTI = 6 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.418 RNTI = 5 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.418 RNTI = 4 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.418 RNTI = 3 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.418 RNTI = 2 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 1, bwpId 0] Time: 0.418 RNTI = 1 CellID = 1 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.418 RNTI = 23 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.418 RNTI = 22 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.418 RNTI = 21 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
 [ CellId 3, bwpId 0] Time: 0.418 RNTI = 20 CellID = 3 WB CQI = 15 MCS = 28 Achievable Rate = 32000 bps
